Test:46
BatchNo: /	
SampleNo: /	
Custom1: /	
Custom2: /	
Custom3: 11/4/2022	
Custom4: /	
Custom5: /	
Custom6: /	
Custom7: /	
Custom8: 10.09	
Custom9: 2.98	
Custom10: /	
Custom11: 30.068	
Custom12: 25.695	
Custom13: 12.1	
Custom14: 0.471	
Custom15: 14.50	
Custom16: 482	
Custom17: 223.58	
Custom18: 191.063	
Custom19: 191063	
Custom20: 11.216	
Custom21: 373.02	
Custom22: 11.036	
Custom23: 367.04	
Custom24: 11.44	
Custom25: 380.47	
Custom26: 11.30	
Custom27: 11.38	
Custom28: 10.95	
Custom29: 0.00	
Custom30: 364.17	
Custom31: /	
Custom32: /	
Custom33: /	
Custom34: /	
Custom35: /	
Custom36: /	
Custom37: /	
Custom38: /	
Custom39: /	
Custom40: /	

=========================Curve==========================
DataNumber:2949
Load			Extension			Broadwise Extension			Displacement			Stress			Strain			Time
0.0142		-0.0002		0.0000		0.0132		0.4723		-0.0004		0.1000
0.0300		0.0000		0.0000		0.0219		0.9977		0.0000		0.2000
0.0446		0.0000		0.0000		0.0305		1.4833		0.0000		0.3000
0.0584		0.0000		0.0000		0.0389		1.9423		0.0000		0.4000
0.0714		0.0000		0.0000		0.0472		2.3746		0.0000		0.5000
0.0836		0.0000		0.0000		0.0556		2.7803		0.0000		0.6000
0.0956		0.0000		0.0000		0.0639		3.1794		0.0000		0.7000
0.1074		0.0000		0.0000		0.0720		3.5719		0.0000		0.8000
0.1194		0.0000		0.0000		0.0804		3.9710		0.0000		0.9000
0.1320		0.0000		0.0000		0.0887		4.3900		0.0000		1.0000
0.1448		0.0000		0.0000		0.0971		4.8157		0.0000		1.1000
0.1580		0.0002		0.0000		0.1054		5.2547		0.0004		1.2000
0.1710		0.0002		0.0000		0.1138		5.6871		0.0004		1.3000
0.1842		0.0002		0.0000		0.1221		6.1261		0.0004		1.4000
0.1976		0.0004		0.0000		0.1305		6.5717		0.0008		1.5000
0.2106		0.0004		0.0000		0.1388		7.0041		0.0008		1.6000
0.2238		0.0006		0.0000		0.1469		7.4431		0.0012		1.7000
0.2370		0.0006		0.0000		0.1549		7.8821		0.0012		1.8000
0.2506		0.0008		0.0000		0.1639		8.3344		0.0016		1.9000
0.2640		0.0008		0.0000		0.1722		8.7800		0.0016		2.0000
0.2780		0.0010		0.0000		0.1806		9.2456		0.0020		2.1000
0.2922		0.0010		0.0000		0.1889		9.7179		0.0020		2.2000
0.3070		0.0012		0.0000		0.1970		10.2101		0.0024		2.3000
